0.0001,0.4874,0.5278
0.0002,0.4874,0.5278
0.0003,0.4874,0.5278
0.0004,0.4874,0.5278
0.0005,0.4874,0.5278
0.0006,0.4874,0.5278
0.0007,0.4874,0.5278
0.0008,0.4874,0.5278
0.0009,0.4874,0.5278
0.001,0.4874,0.5278
0.002,0.4874,0.5278
0.003,0.4874,0.5278
0.004,0.4874,0.5278
0.005,0.4874,0.5278
0.006,0.4874,0.5278
0.007,0.4874,0.5278
0.008,0.4874,0.5278
0.009,0.4874,0.5278
0.01,0.4874,0.5278
0.02,0.4891,0.5278
0.03,0.4926,0.5278
0.04,0.4961,0.5278
0.05,0.4996,0.5278
0.06,0.5022,0.5278
0.07,0.5074,0.5278
0.08,0.5117,0.5278
0.09,0.5213,0.5278
0.1,0.5265,0.5278
0.2,0.6455,0.6042
0.3,0.7376,0.684
0.4,0.808,0.7153
0.5,0.8384,0.7535
0.6,0.8584,0.7604
0.7,0.8775,0.7708
0.8,0.8949,0.7604
0.9,0.9096,0.7708
1.0,0.9183,0.7535
2.0,0.9574,0.7986
3.0,0.9757,0.7986
4.0,0.9887,0.7986
5.0,0.9939,0.809
6.0,0.9965,0.8056
7.0,0.9983,0.8056
8.0,0.9991,0.812
9.0,0.9991,0.809
10.0,0.9991,0.812
20.0,1.0,0.812
30.0,1.0,0.812
40.0,1.0,0.809
50.0,1.0,0.809
60.0,1.0,0.809
70.0,1.0,0.809
80.0,1.0,0.809
90.0,1.0,0.809
8.0,0.9991,0.812
